จำนวนประชากรกลางปี จำแนกตามเพศ ภาค และจังหวัด (จากกระทรวงสาธารณสุข) พ.ศ. 2555-2566 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
หน่วย: คน,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2555,,,2556,,,2557,,,2558,,,2559,,,2560,,,2561,,,2562,,,2563,,,2564,,,2565,,,2566,,
ภาค,จังหวัด,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง
,กระบี่,"441,503","220,307","221,196","447,929","223,263","224,666","453,850","226,015","227,835","458,768","228,303","230,465","462,532","229,899","232,633","466,165","231,537","234,628","469,847","233,449","236,398","473,187","235,036","238,151","475,140","235,841","239,299","476,366","236,443","239,923","477,456","237,015","240,441","478,842","237,685","241,157"
,พังงา,"256,212","128,262","127,950","258,437","129,301","129,136","260,395","130,188","130,207","261,267","130,500","130,767","261,669","130,561","131,108","262,920","131,051","131,869","263,919","131,588","132,331","264,433","131,897","132,536","264,411","131,795","132,616","264,003","131,577","132,426","263,634","131,445","132,189","263,376","131,359","132,017"
,ภูเก็ต,"357,376","169,068","188,308","365,214","172,797","192,417","373,943","177,024","196,919","378,353","178,901","199,452","381,544","180,007","201,537","388,241","183,015","205,226","395,424","186,286","209,138","402,111","189,338","212,773","404,108","190,084","214,024","405,235","190,445","214,790","407,175","191,134","216,041","410,098","192,144","217,954"
,สุราษฎร์ธานี,"1,017,676","502,838","514,838","1,027,550","507,752","519,798","1,036,021","512,057","523,964","1,041,388","514,522","526,866","1,044,203","515,488","528,715","1,048,685","517,391","531,294","1,053,944","519,672","534,272","1,058,438","521,622","536,816","1,060,272","522,026","538,246","1,062,199","522,143","540,056","1,064,655","522,723","541,932","1,065,669","522,785","542,884"
,ระนอง,"183,248","94,738","88,510","178,712","91,376","87,336","175,932","89,122","86,810","175,719","88,865","86,854","175,121","88,477","86,644","176,278","89,037","87,241","177,001","89,348","87,653","177,806","89,697","88,109","178,715","90,064","88,651","179,329","90,237","89,092","179,550","90,193","89,357","179,647","90,197","89,450"
,ชุมพร,"493,746","245,257","248,489","496,802","246,696","250,106","499,434","247,893","251,541","501,376","248,718","252,658","502,866","249,310","253,556","504,485","249,898","254,587","505,994","250,440","255,554","506,808","250,628","256,180","506,071","249,914","256,157","505,241","249,223","256,018","505,366","249,162","256,204","505,144","248,970","256,174"
,สงขลา,"1,372,792","670,012","702,780","1,384,233","675,616","708,617","1,395,597","681,340","714,257","1,402,158","684,272","717,886","1,406,087","685,715","720,372","1,412,116","688,465","723,651","1,418,792","691,617","727,175","1,424,136","694,143","729,993","1,422,162","692,869","729,293","1,420,085","691,343","728,742","1,421,462","691,475","729,987","1,422,168","691,389","730,779"
,สตูล,"303,674","151,370","152,304","307,836","153,302","154,534","311,233","154,879","156,354","314,099","156,307","157,792","316,340","157,338","159,002","318,183","158,100","160,083","320,137","159,023","161,114","322,068","160,062","162,006","323,329","160,828","162,501","323,945","161,179","162,766","324,534","161,460","163,074","324,856","161,661","163,195"
,ตรัง,"629,314","308,575","320,739","633,980","310,712","323,268","637,394","312,253","325,141","639,221","313,046","326,175","640,105","313,423","326,682","641,152","313,865","327,287","641,755","314,099","327,656","641,725","314,031","327,694","640,451","313,320","327,131","638,773","312,272","326,501","637,594","311,516","326,078","636,244","310,796","325,448"
,พัทลุง,"512,777","250,965","261,812","516,257","252,457","263,800","519,220","253,818","265,402","521,420","254,781","266,639","522,912","255,269","267,643","523,967","255,577","268,390","524,618","255,717","268,901","524,614","255,630","268,984","523,634","255,172","268,462","522,472","254,467","268,005","521,739","253,920","267,819","520,768","253,324","267,444"
,ปัตตานี,"667,550","329,870","337,680","675,227","333,904","341,323","682,512","337,785","344,727","689,414","341,462","347,952","696,068","344,727","351,341","703,847","348,418","355,429","712,310","352,508","359,802","719,935","356,199","363,736","723,933","357,801","366,132","726,205","358,656","367,549","729,701","360,489","369,212","733,484","362,524","370,960"
,ยะลา,"497,290","246,670","250,620","503,476","249,730","253,746","509,024","252,539","256,485","514,348","255,211","259,137","518,859","257,550","261,309","523,402","260,023","263,379","528,350","262,738","265,612","532,812","265,122","267,690","535,953","266,628","269,325","538,960","268,166","270,794","542,592","269,941","272,651","546,355","271,592","274,763"
,นราธิวาส,"752,384","372,679","379,705","761,771","377,401","384,370","770,472","381,656","388,816","778,319","385,405","392,914","785,151","388,573","396,578","791,733","391,680","400,053","798,098","394,794","403,304","803,955","397,871","406,084","804,964","398,187","406,777","805,828","398,447","407,381","810,685","400,933","409,752","815,450","403,270","412,180"
หมายเหตุ: ข้อมูลประชากรของสำนักบริหารการทะเบียน กรมการปกครอง กระทรวงมหาดไทย สำนักนโยบายและยุทธศาสตร์ กระทรวงสาธารณสุข นำมาคำนวณเป็นประชากรกลางปี เพื่อใช้ในการคำนวณอัตราต่าง ๆ ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
       ที่มา: สำนักงานปลัดกระทรวงสาธารณสุข กระทรวงสาธารณสุข ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
