id,region,province,sex,value,year
911,ใต้,พังงา,ชาย,131051,2560
912,ใต้,ภูเก็ต,ชาย,183015,2560
913,ใต้,สุราษฎร์ธานี,ชาย,517391,2560
914,ใต้,ระนอง,ชาย,89037,2560
915,ใต้,ชุมพร,ชาย,249898,2560
916,ใต้,สงขลา,ชาย,688465,2560
917,ใต้,สตูล,ชาย,158100,2560
918,ใต้,ตรัง,ชาย,313865,2560
919,ใต้,พัทลุง,ชาย,255577,2560
920,ใต้,ปัตตานี,ชาย,348418,2560
921,ใต้,ยะลา,ชาย,260023,2560
922,ใต้,นราธิวาส,ชาย,391680,2560
923,ใต้,นครศรีธรรมราช,หญิง,784355,2560
924,ใต้,กระบี่,หญิง,234628,2560
925,ใต้,พังงา,หญิง,131869,2560
926,ใต้,ภูเก็ต,หญิง,205226,2560
927,ใต้,สุราษฎร์ธานี,หญิง,531294,2560
928,ใต้,ระนอง,หญิง,87241,2560
929,ใต้,ชุมพร,หญิง,254587,2560
930,ใต้,สงขลา,หญิง,723651,2560
931,ใต้,สตูล,หญิง,160083,2560
932,ใต้,ตรัง,หญิง,327287,2560
933,ใต้,พัทลุง,หญิง,268390,2560
934,ใต้,ปัตตานี,หญิง,355429,2560
935,ใต้,ยะลา,หญิง,263379,2560
936,ใต้,นราธิวาส,หญิง,400053,2560
937,ทั่วราชอาณาจักร,ทั่วราชอาณาจักร,ชาย,32043770,2561
938,ทั่วราชอาณาจักร,ทั่วราชอาณาจักร,หญิง,33362550,2561
939,กรุงเทพมหานคร,กรุงเทพมหานคร,ชาย,2624056,2561
940,กรุงเทพมหานคร,กรุงเทพมหานคร,หญิง,2951048,2561
941,กลาง,สมุทรปราการ,ชาย,621624,2561
942,กลาง,นนทบุรี,ชาย,573008,2561
943,กลาง,ปทุมธานี,ชาย,535155,2561
944,กลาง,พระนครศรีอยุธยา,ชาย,391742,2561
945,กลาง,อ่างทอง,ชาย,134519,2561
946,กลาง,ลพบุรี,ชาย,379626,2561
947,กลาง,สิงห์บุรี,ชาย,99745,2561
948,กลาง,ชัยนาท,ชาย,158180,2561
949,กลาง,สระบุรี,ชาย,313991,2561
950,กลาง,ชลบุรี,ชาย,734335,2561
951,กลาง,ระยอง,ชาย,348945,2561
952,กลาง,จันทบุรี,ชาย,260753,2561
953,กลาง,ตราด,ชาย,109184,2561
954,กลาง,ฉะเชิงเทรา,ชาย,347475,2561
955,กลาง,ปราจีนบุรี,ชาย,242003,2561
956,กลาง,นครนายก,ชาย,127851,2561
957,กลาง,สระแก้ว,ชาย,280535,2561
958,กลาง,ราชบุรี,ชาย,412134,2561
959,กลาง,กาญจนบุรี,ชาย,407843,2561
960,กลาง,สุพรรณบุรี,ชาย,409865,2561
961,กลาง,นครปฐม,ชาย,433639,2561
962,กลาง,สมุทรสาคร,ชาย,259599,2561
963,กลาง,สมุทรสงคราม,ชาย,92117,2561
964,กลาง,เพชรบุรี,ชาย,231848,2561
965,กลาง,ประจวบคีรีขันธ์,ชาย,263485,2561
966,กลาง,สมุทรปราการ,หญิง,679206,2561
967,กลาง,นนทบุรี,หญิง,655641,2561
968,กลาง,ปทุมธานี,หญิง,593851,2561
969,กลาง,พระนครศรีอยุธยา,หญิง,421880,2561
970,กลาง,อ่างทอง,หญิง,146102,2561
971,กลาง,ลพบุรี,หญิง,377085,2561
972,กลาง,สิงห์บุรี,หญิง,109699,2561
973,กลาง,ชัยนาท,หญิง,170468,2561
974,กลาง,สระบุรี,หญิง,323232,2561
975,กลาง,ชลบุรี,หญิง,769228,2561
976,กลาง,ระยอง,หญิง,361866,2561
977,กลาง,จันทบุรี,หญิง,271773,2561
978,กลาง,ตราด,หญิง,110635,2561
979,กลาง,ฉะเชิงเทรา,หญิง,361419,2561
980,กลาง,ปราจีนบุรี,หญิง,246787,2561
981,กลาง,นครนายก,หญิง,130822,2561
982,กลาง,สระแก้ว,หญิง,279106,2561
983,กลาง,ราชบุรี,หญิง,435216,2561
984,กลาง,กาญจนบุรี,หญิง,407335,2561
985,กลาง,สุพรรณบุรี,หญิง,438127,2561
986,กลาง,นครปฐม,หญิง,471486,2561
987,กลาง,สมุทรสาคร,หญิง,280463,2561
988,กลาง,สมุทรสงคราม,หญิง,100021,2561
989,กลาง,เพชรบุรี,หญิง,247432,2561
990,กลาง,ประจวบคีรีขันธ์,หญิง,271104,2561
991,เหนือ,เชียงใหม่,ชาย,782154,2561
992,เหนือ,ลำพูน,ชาย,194665,2561
993,เหนือ,ลำปาง,ชาย,362858,2561
994,เหนือ,อุตรดิตถ์,ชาย,223113,2561
995,เหนือ,แพร่,ชาย,215628,2561
996,เหนือ,น่าน,ชาย,239972,2561
997,เหนือ,พะเยา,ชาย,231532,2561
998,เหนือ,เชียงราย,ชาย,573883,2561
999,เหนือ,แม่ฮ่องสอน,ชาย,121014,2561
1000,เหนือ,นครสวรรค์,ชาย,519180,2561
1001,เหนือ,อุทัยธานี,ชาย,161300,2561
1002,เหนือ,กำแพงเพชร,ชาย,360218,2561
1003,เหนือ,ตาก,ชาย,270499,2561
1004,เหนือ,สุโขทัย,ชาย,290510,2561
1005,เหนือ,พิษณุโลก,ชาย,423403,2561
1006,เหนือ,พิจิตร,ชาย,263918,2561
1007,เหนือ,เพชรบูรณ์,ชาย,491293,2561
1008,เหนือ,เชียงใหม่,หญิง,837946,2561
1009,เหนือ,ลำพูน,หญิง,208665,2561
1010,เหนือ,ลำปาง,หญิง,379220,2561
1011,เหนือ,อุตรดิตถ์,หญิง,232098,2561
1012,เหนือ,แพร่,หญิง,230138,2561
1013,เหนือ,น่าน,หญิง,237676,2561
1014,เหนือ,พะเยา,หญิง,242377,2561
1015,เหนือ,เชียงราย,หญิง,596349,2561
1016,เหนือ,แม่ฮ่องสอน,หญิง,116422,2561
1017,เหนือ,นครสวรรค์,หญิง,543519,2561
1018,เหนือ,อุทัยธานี,หญิง,167905,2561
1019,เหนือ,กำแพงเพชร,หญิง,366776,2561
1020,เหนือ,ตาก,หญิง,267203,2561
1021,เหนือ,สุโขทัย,หญิง,307129,2561
1022,เหนือ,พิษณุโลก,หญิง,441241,2561
1023,เหนือ,พิจิตร,หญิง,276101,2561
1024,เหนือ,เพชรบูรณ์,หญิง,501731,2561
1025,ตะวันออกเฉียงเหนือ,นครราชสีมา,ชาย,1300167,2561
1026,ตะวันออกเฉียงเหนือ,บุรีรัมย์,ชาย,791994,2561
1027,ตะวันออกเฉียงเหนือ,สุรินทร์,ชาย,696459,2561
1028,ตะวันออกเฉียงเหนือ,ศรีสะเกษ,ชาย,734071,2561
1029,ตะวันออกเฉียงเหนือ,อุบลราชธานี,ชาย,933642,2561
1030,ตะวันออกเฉียงเหนือ,ยโสธร,ชาย,269896,2561
1031,ตะวันออกเฉียงเหนือ,ชัยภูมิ,ชาย,563910,2561
1032,ตะวันออกเฉียงเหนือ,อำนาจเจริญ,ชาย,188414,2561
1033,ตะวันออกเฉียงเหนือ,บึงกาฬ,ชาย,212538,2561
1034,ตะวันออกเฉียงเหนือ,หนองบัวลำภู,ชาย,255621,2561
1035,ตะวันออกเฉียงเหนือ,ขอนแก่น,ชาย,887837,2561
1036,ตะวันออกเฉียงเหนือ,อุดรธานี,ชาย,784056,2561
1037,ตะวันออกเฉียงเหนือ,เลย,ชาย,321202,2561
1038,ตะวันออกเฉียงเหนือ,หนองคาย,ชาย,257720,2561
1039,ตะวันออกเฉียงเหนือ,มหาสารคาม,ชาย,472292,2561
1040,ตะวันออกเฉียงเหนือ,ร้อยเอ็ด,ชาย,650080,2561
1041,ตะวันออกเฉียงเหนือ,กาฬสินธุ์,ชาย,488715,2561
1042,ตะวันออกเฉียงเหนือ,สกลนคร,ชาย,573174,2561
1043,ตะวันออกเฉียงเหนือ,นครพนม,ชาย,357715,2561
1044,ตะวันออกเฉียงเหนือ,มุกดาหาร,ชาย,174869,2561
1045,ตะวันออกเฉียงเหนือ,นครราชสีมา,หญิง,1338520,2561
1046,ตะวันออกเฉียงเหนือ,บุรีรัมย์,หญิง,799638,2561
1047,ตะวันออกเฉียงเหนือ,สุรินทร์,หญิง,699830,2561
1048,ตะวันออกเฉียงเหนือ,ศรีสะเกษ,หญิง,737363,2561
1049,ตะวันออกเฉียงเหนือ,อุบลราชธานี,หญิง,930902,2561
1050,ตะวันออกเฉียงเหนือ,ยโสธร,หญิง,268941,2561
1051,ตะวันออกเฉียงเหนือ,ชัยภูมิ,หญิง,574181,2561
1052,ตะวันออกเฉียงเหนือ,อำนาจเจริญ,หญิง,189167,2561
1053,ตะวันออกเฉียงเหนือ,บึงกาฬ,หญิง,210321,2561
1054,ตะวันออกเฉียงเหนือ,หนองบัวลำภู,หญิง,255786,2561
1055,ตะวันออกเฉียงเหนือ,ขอนแก่น,หญิง,915043,2561
1056,ตะวันออกเฉียงเหนือ,อุดรธานี,หญิง,794347,2561
1057,ตะวันออกเฉียงเหนือ,เลย,หญิง,317048,2561
1058,ตะวันออกเฉียงเหนือ,หนองคาย,หญิง,259623,2561
1059,ตะวันออกเฉียงเหนือ,มหาสารคาม,หญิง,490181,2561
1060,ตะวันออกเฉียงเหนือ,ร้อยเอ็ด,หญิง,656450,2561
1061,ตะวันออกเฉียงเหนือ,กาฬสินธุ์,หญิง,496186,2561
1062,ตะวันออกเฉียงเหนือ,สกลนคร,หญิง,576769,2561
1063,ตะวันออกเฉียงเหนือ,นครพนม,หญิง,359067,2561
1064,ตะวันออกเฉียงเหนือ,มุกดาหาร,หญิง,174396,2561
1065,ใต้,นครศรีธรรมราช,ชาย,769722,2561
1066,ใต้,กระบี่,ชาย,233449,2561
1067,ใต้,พังงา,ชาย,131588,2561
1068,ใต้,ภูเก็ต,ชาย,186286,2561
1069,ใต้,สุราษฎร์ธานี,ชาย,519672,2561
1070,ใต้,ระนอง,ชาย,89348,2561
1071,ใต้,ชุมพร,ชาย,250440,2561
1072,ใต้,สงขลา,ชาย,691617,2561
1073,ใต้,สตูล,ชาย,159023,2561
1074,ใต้,ตรัง,ชาย,314099,2561
1075,ใต้,พัทลุง,ชาย,255717,2561
1076,ใต้,ปัตตานี,ชาย,352508,2561
1077,ใต้,ยะลา,ชาย,262738,2561
1078,ใต้,นราธิวาส,ชาย,394794,2561
1079,ใต้,นครศรีธรรมราช,หญิง,786353,2561
1080,ใต้,กระบี่,หญิง,236398,2561
1081,ใต้,พังงา,หญิง,132331,2561
1082,ใต้,ภูเก็ต,หญิง,209138,2561
1083,ใต้,สุราษฎร์ธานี,หญิง,534272,2561
1084,ใต้,ระนอง,หญิง,87653,2561
1085,ใต้,ชุมพร,หญิง,255554,2561
1086,ใต้,สงขลา,หญิง,727175,2561
1087,ใต้,สตูล,หญิง,161114,2561
1088,ใต้,ตรัง,หญิง,327656,2561
1089,ใต้,พัทลุง,หญิง,268901,2561
1090,ใต้,ปัตตานี,หญิง,359802,2561
1091,ใต้,ยะลา,หญิง,265612,2561
1092,ใต้,นราธิวาส,หญิง,403304,2561
1093,ทั่วราชอาณาจักร,ทั่วราชอาณาจักร,ชาย,32094943,2562
1094,ทั่วราชอาณาจักร,ทั่วราชอาณาจักร,หญิง,33462111,2562
1095,กรุงเทพมหานคร,กรุงเทพมหานคร,ชาย,2615082,2562
1096,กรุงเทพมหานคร,กรุงเทพมหานคร,หญิง,2948055,2562
1097,กลาง,สมุทรปราการ,ชาย,628784,2562
1098,กลาง,นนทบุรี,ชาย,580473,2562
1099,กลาง,ปทุมธานี,ชาย,542905,2562
1100,กลาง,พระนครศรีอยุธยา,ชาย,393108,2562
1101,กลาง,อ่างทอง,ชาย,134142,2562
1102,กลาง,ลพบุรี,ชาย,379175,2562
1103,กลาง,สิงห์บุรี,ชาย,99308,2562
1104,กลาง,ชัยนาท,ชาย,157352,2562
1105,กลาง,สระบุรี,ชาย,314812,2562
1106,กลาง,ชลบุรี,ชาย,745040,2562
1107,กลาง,ระยอง,ชาย,354243,2562
1108,กลาง,จันทบุรี,ชาย,261355,2562
1109,กลาง,ตราด,ชาย,109257,2562
1110,กลาง,ฉะเชิงเทรา,ชาย,350039,2562
1111,กลาง,ปราจีนบุรี,ชาย,243907,2562
1112,กลาง,นครนายก,ชาย,128131,2562
1113,กลาง,สระแก้ว,ชาย,281377,2562
1114,กลาง,ราชบุรี,ชาย,412171,2562
1115,กลาง,กาญจนบุรี,ชาย,410158,2562
1116,กลาง,สุพรรณบุรี,ชาย,408148,2562
1117,กลาง,นครปฐม,ชาย,435345,2562
1118,กลาง,สมุทรสาคร,ชาย,262612,2562
1119,กลาง,สมุทรสงคราม,ชาย,91806,2562
1120,กลาง,เพชรบุรี,ชาย,232446,2562
1121,กลาง,ประจวบคีรีขันธ์,ชาย,266541,2562
1122,กลาง,สมุทรปราการ,หญิง,688160,2562
1123,กลาง,นนทบุรี,หญิง,665535,2562
1124,กลาง,ปทุมธานี,หญิง,602775,2562
1125,กลาง,พระนครศรีอยุธยา,หญิง,423601,2562
1126,กลาง,อ่างทอง,หญิง,145696,2562
1127,กลาง,ลพบุรี,หญิง,376587,2562
1128,กลาง,สิงห์บุรี,หญิง,109309,2562
1129,กลาง,ชัยนาท,หญิง,169732,2562
1130,กลาง,สระบุรี,หญิง,324251,2562
1131,กลาง,ชลบุรี,หญิง,781667,2562
1132,กลาง,ระยอง,หญิง,367686,2562
1133,กลาง,จันทบุรี,หญิง,272451,2562
1134,กลาง,ตราด,หญิง,111087,2562
1135,กลาง,ฉะเชิงเทรา,หญิง,363715,2562
1136,กลาง,ปราจีนบุรี,หญิง,248361,2562
1137,กลาง,นครนายก,หญิง,131003,2562
1138,กลาง,สระแก้ว,หญิง,280150,2562
1139,กลาง,ราชบุรี,หญิง,435428,2562
1140,กลาง,กาญจนบุรี,หญิง,409546,2562
1141,กลาง,สุพรรณบุรี,หญิง,436864,2562
1142,กลาง,นครปฐม,หญิง,473331,2562
1143,กลาง,สมุทรสาคร,หญิง,284044,2562
1144,กลาง,สมุทรสงคราม,หญิง,99939,2562
1145,กลาง,เพชรบุรี,หญิง,248157,2562
1146,กลาง,ประจวบคีรีขันธ์,หญิง,272881,2562
1147,เหนือ,เชียงใหม่,ชาย,785130,2562
1148,เหนือ,ลำพูน,ชาย,194061,2562
1149,เหนือ,ลำปาง,ชาย,360303,2562
1150,เหนือ,อุตรดิตถ์,ชาย,221816,2562
1151,เหนือ,แพร่,ชาย,214029,2562
1152,เหนือ,น่าน,ชาย,239224,2562
1153,เหนือ,พะเยา,ชาย,230155,2562
1154,เหนือ,เชียงราย,ชาย,574593,2562
1155,เหนือ,แม่ฮ่องสอน,ชาย,122179,2562
1156,เหนือ,นครสวรรค์,ชาย,517726,2562
1157,เหนือ,อุทัยธานี,ชาย,160840,2562
1158,เหนือ,กำแพงเพชร,ชาย,358975,2562
1159,เหนือ,ตาก,ชาย,272337,2562
1160,เหนือ,สุโขทัย,ชาย,289106,2562
1161,เหนือ,พิษณุโลก,ชาย,423000,2562
1162,เหนือ,พิจิตร,ชาย,262276,2562
1163,เหนือ,เพชรบูรณ์,ชาย,490339,2562
1164,เหนือ,เชียงใหม่,หญิง,843034,2562
1165,เหนือ,ลำพูน,หญิง,208703,2562
1166,เหนือ,ลำปาง,หญิง,377622,2562
1167,เหนือ,อุตรดิตถ์,หญิง,231371,2562
1168,เหนือ,แพร่,หญิง,228784,2562
1169,เหนือ,น่าน,หญิง,237618,2562
1170,เหนือ,พะเยา,หญิง,241248,2562
1171,เหนือ,เชียงราย,หญิง,598674,2562
1172,เหนือ,แม่ฮ่องสอน,หญิง,118041,2562
1173,เหนือ,นครสวรรค์,หญิง,542201,2562
1174,เหนือ,อุทัยธานี,หญิง,167690,2562
1175,เหนือ,กำแพงเพชร,หญิง,366278,2562
1176,เหนือ,ตาก,หญิง,269804,2562
1177,เหนือ,สุโขทัย,หญิง,306388,2562
1178,เหนือ,พิษณุโลก,หญิง,441488,2562
1179,เหนือ,พิจิตร,หญิง,274945,2562
1180,เหนือ,เพชรบูรณ์,หญิง,501210,2562
1181,ตะวันออกเฉียงเหนือ,นครราชสีมา,ชาย,1301314,2562
1182,ตะวันออกเฉียงเหนือ,บุรีรัมย์,ชาย,792043,2562
1183,ตะวันออกเฉียงเหนือ,สุรินทร์,ชาย,695802,2562
1184,ตะวันออกเฉียงเหนือ,ศรีสะเกษ,ชาย,733868,2562
1185,ตะวันออกเฉียงเหนือ,อุบลราชธานี,ชาย,935109,2562
1186,ตะวันออกเฉียงเหนือ,ยโสธร,ชาย,269056,2562
1187,ตะวันออกเฉียงเหนือ,ชัยภูมิ,ชาย,562671,2562
1188,ตะวันออกเฉียงเหนือ,อำนาจเจริญ,ชาย,188354,2562
1189,ตะวันออกเฉียงเหนือ,บึงกาฬ,ชาย,212528,2562
1190,ตะวันออกเฉียงเหนือ,หนองบัวลำภู,ชาย,255687,2562
1191,ตะวันออกเฉียงเหนือ,ขอนแก่น,ชาย,886175,2562
1192,ตะวันออกเฉียงเหนือ,อุดรธานี,ชาย,783510,2562
1193,ตะวันออกเฉียงเหนือ,เลย,ชาย,321306,2562
1194,ตะวันออกเฉียงเหนือ,หนองคาย,ชาย,257602,2562
1195,ตะวันออกเฉียงเหนือ,มหาสารคาม,ชาย,471940,2562
1196,ตะวันออกเฉียงเหนือ,ร้อยเอ็ด,ชาย,648621,2562
1197,ตะวันออกเฉียงเหนือ,กาฬสินธุ์,ชาย,487507,2562
1198,ตะวันออกเฉียงเหนือ,สกลนคร,ชาย,573633,2562
1199,ตะวันออกเฉียงเหนือ,นครพนม,ชาย,357906,2562
1200,ตะวันออกเฉียงเหนือ,มุกดาหาร,ชาย,175218,2562
1201,ตะวันออกเฉียงเหนือ,นครราชสีมา,หญิง,1341890,2562
1202,ตะวันออกเฉียงเหนือ,บุรีรัมย์,หญิง,801391,2562
1203,ตะวันออกเฉียงเหนือ,สุรินทร์,หญิง,700197,2562
1204,ตะวันออกเฉียงเหนือ,ศรีสะเกษ,หญิง,737915,2562
1205,ตะวันออกเฉียงเหนือ,อุบลราชธานี,หญิง,933655,2562
1206,ตะวันออกเฉียงเหนือ,ยโสธร,หญิง,268634,2562
1207,ตะวันออกเฉียงเหนือ,ชัยภูมิ,หญิง,574340,2562
1208,ตะวันออกเฉียงเหนือ,อำนาจเจริญ,หญิง,189384,2562
1209,ตะวันออกเฉียงเหนือ,บึงกาฬ,หญิง,210798,2562
1210,ตะวันออกเฉียงเหนือ,หนองบัวลำภู,หญิง,256242,2562
1211,ตะวันออกเฉียงเหนือ,ขอนแก่น,หญิง,914969,2562
1212,ตะวันออกเฉียงเหนือ,อุดรธานี,หญิง,795951,2562
1213,ตะวันออกเฉียงเหนือ,เลย,หญิง,317573,2562
1214,ตะวันออกเฉียงเหนือ,หนองคาย,หญิง,259860,2562
1215,ตะวันออกเฉียงเหนือ,มหาสารคาม,หญิง,490270,2562
1216,ตะวันออกเฉียงเหนือ,ร้อยเอ็ด,หญิง,656479,2562
1217,ตะวันออกเฉียงเหนือ,กาฬสินธุ์,หญิง,496043,2562
1218,ตะวันออกเฉียงเหนือ,สกลนคร,หญิง,578214,2562
1219,ตะวันออกเฉียงเหนือ,นครพนม,หญิง,359420,2562
1220,ตะวันออกเฉียงเหนือ,มุกดาหาร,หญิง,174876,2562
1221,ใต้,นครศรีธรรมราช,ชาย,770011,2562
1222,ใต้,กระบี่,ชาย,235036,2562
1223,ใต้,พังงา,ชาย,131897,2562
1224,ใต้,ภูเก็ต,ชาย,189338,2562
1225,ใต้,สุราษฎร์ธานี,ชาย,521622,2562
1226,ใต้,ระนอง,ชาย,89697,2562
1227,ใต้,ชุมพร,ชาย,250628,2562
1228,ใต้,สงขลา,ชาย,694143,2562
1229,ใต้,สตูล,ชาย,160062,2562
1230,ใต้,ตรัง,ชาย,314031,2562
1231,ใต้,พัทลุง,ชาย,255630,2562
1232,ใต้,ปัตตานี,ชาย,356199,2562
1233,ใต้,ยะลา,ชาย,265122,2562
1234,ใต้,นราธิวาส,ชาย,397871,2562
1235,ใต้,นครศรีธรรมราช,หญิง,788148,2562
1236,ใต้,กระบี่,หญิง,238151,2562
1237,ใต้,พังงา,หญิง,132536,2562
1238,ใต้,ภูเก็ต,หญิง,212773,2562
1239,ใต้,สุราษฎร์ธานี,หญิง,536816,2562
1240,ใต้,ระนอง,หญิง,88109,2562
1241,ใต้,ชุมพร,หญิง,256180,2562
1242,ใต้,สงขลา,หญิง,729993,2562
1243,ใต้,สตูล,หญิง,162006,2562
1244,ใต้,ตรัง,หญิง,327694,2562
1245,ใต้,พัทลุง,หญิง,268984,2562
1246,ใต้,ปัตตานี,หญิง,363736,2562
1247,ใต้,ยะลา,หญิง,267690,2562
1248,ใต้,นราธิวาส,หญิง,406084,2562
1249,ทั่วราชอาณาจักร,ทั่วราชอาณาจักร,ชาย,31992542,2563
1250,ทั่วราชอาณาจักร,ทั่วราชอาณาจักร,หญิง,33428597,2563
1251,กรุงเทพมหานคร,กรุงเทพมหานคร,ชาย,2590036,2563
1252,กรุงเทพมหานคร,กรุงเทพมหานคร,หญิง,2932217,2563
1253,กลาง,สมุทรปราการ,ชาย,633664,2563
1254,กลาง,นนทบุรี,ชาย,586724,2563
1255,กลาง,ปทุมธานี,ชาย,549840,2563
1256,กลาง,พระนครศรีอยุธยา,ชาย,393100,2563
1257,กลาง,อ่างทอง,ชาย,133041,2563
1258,กลาง,ลพบุรี,ชาย,374201,2563
1259,กลาง,สิงห์บุรี,ชาย,98418,2563
1260,กลาง,ชัยนาท,ชาย,155888,2563
1261,กลาง,สระบุรี,ชาย,313987,2563
1262,กลาง,ชลบุรี,ชาย,750623,2563
1263,กลาง,ระยอง,ชาย,358413,2563
1264,กลาง,จันทบุรี,ชาย,260937,2563
1265,กลาง,ตราด,ชาย,108835,2563
1266,กลาง,ฉะเชิงเทรา,ชาย,351361,2563
1267,กลาง,ปราจีนบุรี,ชาย,244067,2563
1268,กลาง,นครนายก,ชาย,128095,2563
1269,กลาง,สระแก้ว,ชาย,280048,2563
1270,กลาง,ราชบุรี,ชาย,410344,2563
1271,กลาง,กาญจนบุรี,ชาย,408983,2563
1272,กลาง,สุพรรณบุรี,ชาย,405354,2563
1273,กลาง,นครปฐม,ชาย,436286,2563
1274,กลาง,สมุทรสาคร,ชาย,264266,2563
1275,กลาง,สมุทรสงคราม,ชาย,91277,2563
1276,กลาง,เพชรบุรี,ชาย,231508,2563
1277,กลาง,ประจวบคีรีขันธ์,ชาย,266883,2563
1278,กลาง,สมุทรปราการ,หญิง,695634,2563
1279,กลาง,นนทบุรี,หญิง,674375,2563
1280,กลาง,ปทุมธานี,หญิง,610784,2563
1281,กลาง,พระนครศรีอยุธยา,หญิง,424427,2563
1282,กลาง,อ่างทอง,หญิง,144668,2563
1283,กลาง,ลพบุรี,หญิง,373641,2563
1284,กลาง,สิงห์บุรี,หญิง,108458,2563
1285,กลาง,ชัยนาท,หญิง,168307,2563
1286,กลาง,สระบุรี,หญิง,324453,2563
1287,กลาง,ชลบุรี,หญิง,790999,2563
1288,กลาง,ระยอง,หญิง,372349,2563
1289,กลาง,จันทบุรี,หญิง,272187,2563
1290,กลาง,ตราด,หญิง,110984,2563
1291,กลาง,ฉะเชิงเทรา,หญิง,365137,2563
1292,กลาง,ปราจีนบุรี,หญิง,249174,2563
1293,กลาง,นครนายก,หญิง,130939,2563
1294,กลาง,สระแก้ว,หญิง,279642,2563
1295,กลาง,ราชบุรี,หญิง,434803,2563
1296,กลาง,กาญจนบุรี,หญิง,409011,2563
1297,กลาง,สุพรรณบุรี,หญิง,434599,2563
1298,กลาง,นครปฐม,หญิง,473919,2563
1299,กลาง,สมุทรสาคร,หญิง,286290,2563
1300,กลาง,สมุทรสงคราม,หญิง,99607,2563
1301,กลาง,เพชรบุรี,หญิง,248053,2563
1302,กลาง,ประจวบคีรีขันธ์,หญิง,273269,2563
1303,เหนือ,เชียงใหม่,ชาย,784437,2563
1304,เหนือ,ลำพูน,ชาย,192756,2563
1305,เหนือ,ลำปาง,ชาย,356398,2563
1306,เหนือ,อุตรดิตถ์,ชาย,219843,2563
1307,เหนือ,แพร่,ชาย,211883,2563
1308,เหนือ,น่าน,ชาย,238423,2563
1309,เหนือ,พะเยา,ชาย,227905,2563
1310,เหนือ,เชียงราย,ชาย,573139,2563
1311,เหนือ,แม่ฮ่องสอน,ชาย,122152,2563
1312,เหนือ,นครสวรรค์,ชาย,511385,2563
1313,เหนือ,อุทัยธานี,ชาย,159855,2563
1314,เหนือ,กำแพงเพชร,ชาย,355117,2563
1315,เหนือ,ตาก,ชาย,272508,2563
1316,เหนือ,สุโขทัย,ชาย,286511,2563
1317,เหนือ,พิษณุโลก,ชาย,418795,2563
1318,เหนือ,พิจิตร,ชาย,260361,2563
1319,เหนือ,เพชรบูรณ์,ชาย,486647,2563
1320,เหนือ,เชียงใหม่,หญิง,844997,2563
1321,เหนือ,ลำพูน,หญิง,207954,2563
1322,เหนือ,ลำปาง,หญิง,374564,2563
1323,เหนือ,อุตรดิตถ์,หญิง,229998,2563
1324,เหนือ,แพร่,หญิง,227040,2563
1325,เหนือ,น่าน,หญิง,237274,2563
1326,เหนือ,พะเยา,หญิง,239506,2563
1327,เหนือ,เชียงราย,หญิง,598639,2563
1328,เหนือ,แม่ฮ่องสอน,หญิง,118667,2563
1329,เหนือ,นครสวรรค์,หญิง,536727,2563
1330,เหนือ,อุทัยธานี,หญิง,166906,2563
1331,เหนือ,กำแพงเพชร,หญิง,363310,2563
1332,เหนือ,ตาก,หญิง,270879,2563
1333,เหนือ,สุโขทัย,หญิง,304278,2563
1334,เหนือ,พิษณุโลก,หญิง,436961,2563
1335,เหนือ,พิจิตร,หญิง,273327,2563
1336,เหนือ,เพชรบูรณ์,หญิง,498612,2563
1337,ตะวันออกเฉียงเหนือ,นครราชสีมา,ชาย,1296553,2563
1338,ตะวันออกเฉียงเหนือ,บุรีรัมย์,ชาย,787854,2563
1339,ตะวันออกเฉียงเหนือ,สุรินทร์,ชาย,690059,2563
1340,ตะวันออกเฉียงเหนือ,ศรีสะเกษ,ชาย,729668,2563
1341,ตะวันออกเฉียงเหนือ,อุบลราชธานี,ชาย,932359,2563
1342,ตะวันออกเฉียงเหนือ,ยโสธร,ชาย,267697,2563
1343,ตะวันออกเฉียงเหนือ,ชัยภูมิ,ชาย,558682,2563
1344,ตะวันออกเฉียงเหนือ,อำนาจเจริญ,ชาย,187624,2563
1345,ตะวันออกเฉียงเหนือ,บึงกาฬ,ชาย,211868,2563
1346,ตะวันออกเฉียงเหนือ,หนองบัวลำภู,ชาย,254802,2563
1347,ตะวันออกเฉียงเหนือ,ขอนแก่น,ชาย,882505,2563
1348,ตะวันออกเฉียงเหนือ,อุดรธานี,ชาย,777542,2563
1349,ตะวันออกเฉียงเหนือ,เลย,ชาย,319916,2563
1350,ตะวันออกเฉียงเหนือ,หนองคาย,ชาย,256097,2563
1351,ตะวันออกเฉียงเหนือ,มหาสารคาม,ชาย,469375,2563
1352,ตะวันออกเฉียงเหนือ,ร้อยเอ็ด,ชาย,645601,2563
1353,ตะวันออกเฉียงเหนือ,กาฬสินธุ์,ชาย,484814,2563
1354,ตะวันออกเฉียงเหนือ,สกลนคร,ชาย,571706,2563
1355,ตะวันออกเฉียงเหนือ,นครพนม,ชาย,357397,2563
1356,ตะวันออกเฉียงเหนือ,มุกดาหาร,ชาย,174647,2563
1357,ตะวันออกเฉียงเหนือ,นครราชสีมา,หญิง,1339920,2563
1358,ตะวันออกเฉียงเหนือ,บุรีรัมย์,หญิง,798656,2563
1359,ตะวันออกเฉียงเหนือ,สุรินทร์,หญิง,696042,2563
1360,ตะวันออกเฉียงเหนือ,ศรีสะเกษ,หญิง,734844,2563
1361,ตะวันออกเฉียงเหนือ,อุบลราชธานี,หญิง,932241,2563
