id,region,province,sex,value,year
455,ใต้,นครศรีธรรมราช,หญิง,779652,2557
456,ใต้,กระบี่,หญิง,227835,2557
457,ใต้,พังงา,หญิง,130207,2557
458,ใต้,ภูเก็ต,หญิง,196919,2557
459,ใต้,สุราษฎร์ธานี,หญิง,523964,2557
460,ใต้,ระนอง,หญิง,86810,2557
461,ใต้,ชุมพร,หญิง,251541,2557
462,ใต้,สงขลา,หญิง,714257,2557
463,ใต้,สตูล,หญิง,156354,2557
464,ใต้,ตรัง,หญิง,325141,2557
465,ใต้,พัทลุง,หญิง,265402,2557
466,ใต้,ปัตตานี,หญิง,344727,2557
467,ใต้,ยะลา,หญิง,256485,2557
468,ใต้,นราธิวาส,หญิง,388816,2557
469,ทั่วราชอาณาจักร,ทั่วราชอาณาจักร,ชาย,31932092,2558
470,ทั่วราชอาณาจักร,ทั่วราชอาณาจักร,หญิง,33095309,2558
471,กรุงเทพมหานคร,กรุงเทพมหานคร,ชาย,2670160,2558
472,กรุงเทพมหานคร,กรุงเทพมหานคร,หญิง,2978818,2558
473,กลาง,สมุทรปราการ,ชาย,606228,2558
474,กลาง,นนทบุรี,ชาย,552535,2558
475,กลาง,ปทุมธานี,ชาย,513376,2558
476,กลาง,พระนครศรีอยุธยา,ชาย,388033,2558
477,กลาง,อ่างทอง,ชาย,135975,2558
478,กลาง,ลพบุรี,ชาย,380256,2558
479,กลาง,สิงห์บุรี,ชาย,100946,2558
480,กลาง,ชัยนาท,ชาย,160008,2558
481,กลาง,สระบุรี,ชาย,312598,2558
482,กลาง,ชลบุรี,ชาย,700223,2558
483,กลาง,ระยอง,ชาย,334471,2558
484,กลาง,จันทบุรี,ชาย,259215,2558
485,กลาง,ตราด,ชาย,110565,2558
486,กลาง,ฉะเชิงเทรา,ชาย,341673,2558
487,กลาง,ปราจีนบุรี,ชาย,237812,2558
488,กลาง,นครนายก,ชาย,127635,2558
489,กลาง,สระแก้ว,ชาย,277813,2558
490,กลาง,ราชบุรี,ชาย,413162,2558
491,กลาง,กาญจนบุรี,ชาย,414756,2558
492,กลาง,สุพรรณบุรี,ชาย,410642,2558
493,กลาง,นครปฐม,ชาย,428249,2558
494,กลาง,สมุทรสาคร,ชาย,254454,2558
495,กลาง,สมุทรสงคราม,ชาย,93015,2558
496,กลาง,เพชรบุรี,ชาย,229601,2558
497,กลาง,ประจวบคีรีขันธ์,ชาย,259675,2558
498,กลาง,สมุทรปราการ,หญิง,657676,2558
499,กลาง,นนทบุรี,หญิง,627643,2558
500,กลาง,ปทุมธานี,หญิง,567650,2558
501,กลาง,พระนครศรีอยุธยา,หญิง,417091,2558
502,กลาง,อ่างทอง,หญิง,147230,2558
503,กลาง,ลพบุรี,หญิง,377790,2558
504,กลาง,สิงห์บุรี,หญิง,110721,2558
505,กลาง,ชัยนาท,หญิง,171808,2558
506,กลาง,สระบุรี,หญิง,319960,2558
507,กลาง,ชลบุรี,หญิง,730881,2558
508,กลาง,ระยอง,หญิง,344926,2558
509,กลาง,จันทบุรี,หญิง,268819,2558
510,กลาง,ตราด,หญิง,111259,2558
511,กลาง,ฉะเชิงเทรา,หญิง,355164,2558
512,กลาง,ปราจีนบุรี,หญิง,242643,2558
513,กลาง,นครนายก,หญิง,129976,2558
514,กลาง,สระแก้ว,หญิง,275313,2558
515,กลาง,ราชบุรี,หญิง,435611,2558
516,กลาง,กาญจนบุรี,หญิง,413176,2558
517,กลาง,สุพรรณบุรี,หญิง,437759,2558
518,กลาง,นครปฐม,หญิง,463663,2558
519,กลาง,สมุทรสาคร,หญิง,273272,2558
520,กลาง,สมุทรสงคราม,หญิง,100599,2558
521,กลาง,เพชรบุรี,หญิง,245075,2558
522,กลาง,ประจวบคีรีขันธ์,หญิง,264945,2558
523,เหนือ,เชียงใหม่,ชาย,795640,2558
524,เหนือ,ลำพูน,ชาย,196307,2558
525,เหนือ,ลำปาง,ชาย,368745,2558
526,เหนือ,อุตรดิตถ์,ชาย,225829,2558
527,เหนือ,แพร่,ชาย,219741,2558
528,เหนือ,น่าน,ชาย,240647,2558
529,เหนือ,พะเยา,ชาย,235762,2558
530,เหนือ,เชียงราย,ชาย,581846,2558
531,เหนือ,แม่ฮ่องสอน,ชาย,122296,2558
532,เหนือ,นครสวรรค์,ชาย,524389,2558
533,เหนือ,อุทัยธานี,ชาย,162300,2558
534,เหนือ,กำแพงเพชร,ชาย,362001,2558
535,เหนือ,ตาก,ชาย,267904,2558
536,เหนือ,สุโขทัย,ชาย,293306,2558
537,เหนือ,พิษณุโลก,ชาย,421955,2558
538,เหนือ,พิจิตร,ชาย,267563,2558
539,เหนือ,เพชรบูรณ์,ชาย,493809,2558
540,เหนือ,เชียงใหม่,หญิง,843341,2558
541,เหนือ,ลำพูน,หญิง,208626,2558
542,เหนือ,ลำปาง,หญิง,382626,2558
543,เหนือ,อุตรดิตถ์,หญิง,233753,2558
544,เหนือ,แพร่,หญิง,233217,2558
545,เหนือ,น่าน,หญิง,237356,2558
546,เหนือ,พะเยา,หญิง,246812,2558
547,เหนือ,เชียงราย,หญิง,602032,2558
548,เหนือ,แม่ฮ่องสอน,หญิง,117003,2558
549,เหนือ,นครสวรรค์,หญิง,547078,2558
550,เหนือ,อุทัยธานี,หญิง,168011,2558
551,เหนือ,กำแพงเพชร,หญิง,367295,2558
552,เหนือ,ตาก,หญิง,263645,2558
553,เหนือ,สุโขทัย,หญิง,308485,2558
554,เหนือ,พิษณุโลก,หญิง,438604,2558
555,เหนือ,พิจิตร,หญิง,278923,2558
556,เหนือ,เพชรบูรณ์,หญิง,501574,2558
557,ตะวันออกเฉียงเหนือ,นครราชสีมา,ชาย,1295595,2558
558,ตะวันออกเฉียงเหนือ,บุรีรัมย์,ชาย,788554,2558
559,ตะวันออกเฉียงเหนือ,สุรินทร์,ชาย,696265,2558
560,ตะวันออกเฉียงเหนือ,ศรีสะเกษ,ชาย,732699,2558
561,ตะวันออกเฉียงเหนือ,อุบลราชธานี,ชาย,926468,2558
562,ตะวันออกเฉียงเหนือ,ยโสธร,ชาย,271071,2558
563,ตะวันออกเฉียงเหนือ,ชัยภูมิ,ชาย,565173,2558
564,ตะวันออกเฉียงเหนือ,อำนาจเจริญ,ชาย,187764,2558
565,ตะวันออกเฉียงเหนือ,บึงกาฬ,ชาย,211429,2558
566,ตะวันออกเฉียงเหนือ,หนองบัวลำภู,ชาย,255550,2558
567,ตะวันออกเฉียงเหนือ,ขอนแก่น,ชาย,885746,2558
568,ตะวันออกเฉียงเหนือ,อุดรธานี,ชาย,782471,2558
569,ตะวันออกเฉียงเหนือ,เลย,ชาย,320026,2558
570,ตะวันออกเฉียงเหนือ,หนองคาย,ชาย,258105,2558
571,ตะวันออกเฉียงเหนือ,มหาสารคาม,ชาย,472929,2558
572,ตะวันออกเฉียงเหนือ,ร้อยเอ็ด,ชาย,652100,2558
573,ตะวันออกเฉียงเหนือ,กาฬสินธุ์,ชาย,490103,2558
574,ตะวันออกเฉียงเหนือ,สกลนคร,ชาย,569671,2558
575,ตะวันออกเฉียงเหนือ,นครพนม,ชาย,356195,2558
576,ตะวันออกเฉียงเหนือ,มุกดาหาร,ชาย,173548,2558
577,ตะวันออกเฉียงเหนือ,นครราชสีมา,หญิง,1327413,2558
578,ตะวันออกเฉียงเหนือ,บุรีรัมย์,หญิง,792644,2558
579,ตะวันออกเฉียงเหนือ,สุรินทร์,หญิง,696569,2558
580,ตะวันออกเฉียงเหนือ,ศรีสะเกษ,หญิง,733797,2558
581,ตะวันออกเฉียงเหนือ,อุบลราชธานี,หญิง,920851,2558
582,ตะวันออกเฉียงเหนือ,ยโสธร,หญิง,269000,2558
583,ตะวันออกเฉียงเหนือ,ชัยภูมิ,หญิง,572065,2558
584,ตะวันออกเฉียงเหนือ,อำนาจเจริญ,หญิง,187736,2558
585,ตะวันออกเฉียงเหนือ,บึงกาฬ,หญิง,207899,2558
586,ตะวันออกเฉียงเหนือ,หนองบัวลำภู,หญิง,253733,2558
587,ตะวันออกเฉียงเหนือ,ขอนแก่น,หญิง,906971,2558
588,ตะวันออกเฉียงเหนือ,อุดรธานี,หญิง,787881,2558
589,ตะวันออกเฉียงเหนือ,เลย,หญิง,314649,2558
590,ตะวันออกเฉียงเหนือ,หนองคาย,หญิง,258269,2558
591,ตะวันออกเฉียงเหนือ,มหาสารคาม,หญิง,489428,2558
592,ตะวันออกเฉียงเหนือ,ร้อยเอ็ด,หญิง,655726,2558
593,ตะวันออกเฉียงเหนือ,กาฬสินธุ์,หญิง,494647,2558
594,ตะวันออกเฉียงเหนือ,สกลนคร,หญิง,570601,2558
595,ตะวันออกเฉียงเหนือ,นครพนม,หญิง,357351,2558
596,ตะวันออกเฉียงเหนือ,มุกดาหาร,หญิง,172731,2558
597,ใต้,นครศรีธรรมราช,ชาย,767221,2558
598,ใต้,กระบี่,ชาย,228303,2558
599,ใต้,พังงา,ชาย,130500,2558
600,ใต้,ภูเก็ต,ชาย,178901,2558
601,ใต้,สุราษฎร์ธานี,ชาย,514522,2558
602,ใต้,ระนอง,ชาย,88865,2558
603,ใต้,ชุมพร,ชาย,248718,2558
604,ใต้,สงขลา,ชาย,684272,2558
605,ใต้,สตูล,ชาย,156307,2558
606,ใต้,ตรัง,ชาย,313046,2558
607,ใต้,พัทลุง,ชาย,254781,2558
608,ใต้,ปัตตานี,ชาย,341462,2558
609,ใต้,ยะลา,ชาย,255211,2558
610,ใต้,นราธิวาส,ชาย,385405,2558
611,ใต้,นครศรีธรรมราช,หญิง,781942,2558
612,ใต้,กระบี่,หญิง,230465,2558
613,ใต้,พังงา,หญิง,130767,2558
614,ใต้,ภูเก็ต,หญิง,199452,2558
615,ใต้,สุราษฎร์ธานี,หญิง,526866,2558
616,ใต้,ระนอง,หญิง,86854,2558
617,ใต้,ชุมพร,หญิง,252658,2558
618,ใต้,สงขลา,หญิง,717886,2558
619,ใต้,สตูล,หญิง,157792,2558
620,ใต้,ตรัง,หญิง,326175,2558
621,ใต้,พัทลุง,หญิง,266639,2558
622,ใต้,ปัตตานี,หญิง,347952,2558
623,ใต้,ยะลา,หญิง,259137,2558
624,ใต้,นราธิวาส,หญิง,392914,2558
625,ทั่วราชอาณาจักร,ทั่วราชอาณาจักร,ชาย,31894480,2559
626,ทั่วราชอาณาจักร,ทั่วราชอาณาจักร,หญิง,33119015,2559
627,กรุงเทพมหานคร,กรุงเทพมหานคร,ชาย,2640115,2559
628,กรุงเทพมหานคร,กรุงเทพมหานคร,หญิง,2958758,2559
629,กลาง,สมุทรปราการ,ชาย,609357,2559
630,กลาง,นนทบุรี,ชาย,558777,2559
631,กลาง,ปทุมธานี,ชาย,520213,2559
632,กลาง,พระนครศรีอยุธยา,ชาย,388974,2559
633,กลาง,อ่างทอง,ชาย,135496,2559
634,กลาง,ลพบุรี,ชาย,379566,2559
635,กลาง,สิงห์บุรี,ชาย,100471,2559
636,กลาง,ชัยนาท,ชาย,159355,2559
637,กลาง,สระบุรี,ชาย,312329,2559
638,กลาง,ชลบุรี,ชาย,711032,2559
639,กลาง,ระยอง,ชาย,338986,2559
640,กลาง,จันทบุรี,ชาย,259582,2559
641,กลาง,ตราด,ชาย,109032,2559
642,กลาง,ฉะเชิงเทรา,ชาย,342986,2559
643,กลาง,ปราจีนบุรี,ชาย,238973,2559
644,กลาง,นครนายก,ชาย,127561,2559
645,กลาง,สระแก้ว,ชาย,278559,2559
646,กลาง,ราชบุรี,ชาย,411004,2559
647,กลาง,กาญจนบุรี,ชาย,404831,2559
648,กลาง,สุพรรณบุรี,ชาย,409845,2559
649,กลาง,นครปฐม,ชาย,429285,2559
650,กลาง,สมุทรสาคร,ชาย,253397,2559
651,กลาง,สมุทรสงคราม,ชาย,92563,2559
652,กลาง,เพชรบุรี,ชาย,230172,2559
653,กลาง,ประจวบคีรีขันธ์,ชาย,259712,2559
654,กลาง,สมุทรปราการ,หญิง,663090,2559
655,กลาง,นนทบุรี,หญิง,636441,2559
656,กลาง,ปทุมธานี,หญิง,575837,2559
657,กลาง,พระนครศรีอยุธยา,หญิง,418632,2559
658,กลาง,อ่างทอง,หญิง,146952,2559
659,กลาง,ลพบุรี,หญิง,377414,2559
660,กลาง,สิงห์บุรี,หญิง,110277,2559
661,กลาง,ชัยนาท,หญิง,171377,2559
662,กลาง,สระบุรี,หญิง,320469,2559
663,กลาง,ชลบุรี,หญิง,743027,2559
664,กลาง,ระยอง,หญิง,350687,2559
665,กลาง,จันทบุรี,หญิง,269749,2559
666,กลาง,ตราด,หญิง,109891,2559
667,กลาง,ฉะเชิงเทรา,หญิง,356816,2559
668,กลาง,ปราจีนบุรี,หญิง,243914,2559
669,กลาง,นครนายก,หญิง,130196,2559
670,กลาง,สระแก้ว,หญิง,276494,2559
671,กลาง,ราชบุรี,หญิง,434101,2559
672,กลาง,กาญจนบุรี,หญิง,403838,2559
673,กลาง,สุพรรณบุรี,หญิง,437287,2559
674,กลาง,นครปฐม,หญิง,465783,2559
675,กลาง,สมุทรสาคร,หญิง,273266,2559
676,กลาง,สมุทรสงคราม,หญิง,100243,2559
677,กลาง,เพชรบุรี,หญิง,245898,2559
678,กลาง,ประจวบคีรีขันธ์,หญิง,266555,2559
679,เหนือ,เชียงใหม่,ชาย,775599,2559
680,เหนือ,ลำพูน,ชาย,195568,2559
681,เหนือ,ลำปาง,ชาย,366603,2559
682,เหนือ,อุตรดิตถ์,ชาย,224973,2559
683,เหนือ,แพร่,ชาย,218359,2559
684,เหนือ,น่าน,ชาย,240516,2559
685,เหนือ,พะเยา,ชาย,234034,2559
686,เหนือ,เชียงราย,ชาย,571020,2559
687,เหนือ,แม่ฮ่องสอน,ชาย,118069,2559
688,เหนือ,นครสวรรค์,ชาย,521971,2559
689,เหนือ,อุทัยธานี,ชาย,162167,2559
690,เหนือ,กำแพงเพชร,ชาย,361549,2559
691,เหนือ,ตาก,ชาย,265118,2559
692,เหนือ,สุโขทัย,ชาย,292395,2559
693,เหนือ,พิษณุโลก,ชาย,422737,2559
694,เหนือ,พิจิตร,ชาย,266371,2559
695,เหนือ,เพชรบูรณ์,ชาย,492703,2559
696,เหนือ,เชียงใหม่,หญิง,827100,2559
697,เหนือ,ลำพูน,หญิง,208528,2559
698,เหนือ,ลำปาง,หญิง,381410,2559
699,เหนือ,อุตรดิตถ์,หญิง,233003,2559
700,เหนือ,แพร่,หญิง,232206,2559
701,เหนือ,น่าน,หญิง,237422,2559
702,เหนือ,พะเยา,หญิง,244849,2559
703,เหนือ,เชียงราย,หญิง,591077,2559
704,เหนือ,แม่ฮ่องสอน,หญิง,113123,2559
705,เหนือ,นครสวรรค์,หญิง,545460,2559
706,เหนือ,อุทัยธานี,หญิง,167981,2559
707,เหนือ,กำแพงเพชร,หญิง,367169,2559
708,เหนือ,ตาก,หญิง,261440,2559
709,เหนือ,สุโขทัย,หญิง,307967,2559
710,เหนือ,พิษณุโลก,หญิง,440562,2559
711,เหนือ,พิจิตร,หญิง,277812,2559
712,เหนือ,เพชรบูรณ์,หญิง,501439,2559
713,ตะวันออกเฉียงเหนือ,นครราชสีมา,ชาย,1296014,2559
714,ตะวันออกเฉียงเหนือ,บุรีรัมย์,ชาย,789844,2559
715,ตะวันออกเฉียงเหนือ,สุรินทร์,ชาย,696564,2559
716,ตะวันออกเฉียงเหนือ,ศรีสะเกษ,ชาย,733507,2559
717,ตะวันออกเฉียงเหนือ,อุบลราชธานี,ชาย,928685,2559
718,ตะวันออกเฉียงเหนือ,ยโสธร,ชาย,270794,2559
719,ตะวันออกเฉียงเหนือ,ชัยภูมิ,ชาย,564757,2559
720,ตะวันออกเฉียงเหนือ,อำนาจเจริญ,ชาย,187917,2559
721,ตะวันออกเฉียงเหนือ,บึงกาฬ,ชาย,211985,2559
722,ตะวันออกเฉียงเหนือ,หนองบัวลำภู,ชาย,255603,2559
723,ตะวันออกเฉียงเหนือ,ขอนแก่น,ชาย,886957,2559
724,ตะวันออกเฉียงเหนือ,อุดรธานี,ชาย,782313,2559
725,ตะวันออกเฉียงเหนือ,เลย,ชาย,320225,2559
726,ตะวันออกเฉียงเหนือ,หนองคาย,ชาย,257640,2559
727,ตะวันออกเฉียงเหนือ,มหาสารคาม,ชาย,473003,2559
728,ตะวันออกเฉียงเหนือ,ร้อยเอ็ด,ชาย,651327,2559
729,ตะวันออกเฉียงเหนือ,กาฬสินธุ์,ชาย,489384,2559
730,ตะวันออกเฉียงเหนือ,สกลนคร,ชาย,570933,2559
731,ตะวันออกเฉียงเหนือ,นครพนม,ชาย,356696,2559
732,ตะวันออกเฉียงเหนือ,มุกดาหาร,ชาย,173982,2559
733,ตะวันออกเฉียงเหนือ,นครราชสีมา,หญิง,1330676,2559
734,ตะวันออกเฉียงเหนือ,บุรีรัมย์,หญิง,794901,2559
735,ตะวันออกเฉียงเหนือ,สุรินทร์,หญิง,697699,2559
736,ตะวันออกเฉียงเหนือ,ศรีสะเกษ,หญิง,735039,2559
737,ตะวันออกเฉียงเหนือ,อุบลราชธานี,หญิง,924033,2559
738,ตะวันออกเฉียงเหนือ,ยโสธร,หญิง,268948,2559
739,ตะวันออกเฉียงเหนือ,ชัยภูมิ,หญิง,572619,2559
740,ตะวันออกเฉียงเหนือ,อำนาจเจริญ,หญิง,188070,2559
741,ตะวันออกเฉียงเหนือ,บึงกาฬ,หญิง,208586,2559
742,ตะวันออกเฉียงเหนือ,หนองบัวลำภู,หญิง,254410,2559
743,ตะวันออกเฉียงเหนือ,ขอนแก่น,หญิง,910279,2559
744,ตะวันออกเฉียงเหนือ,อุดรธานี,หญิง,789569,2559
745,ตะวันออกเฉียงเหนือ,เลย,หญิง,315116,2559
746,ตะวันออกเฉียงเหนือ,หนองคาย,หญิง,258205,2559
747,ตะวันออกเฉียงเหนือ,มหาสารคาม,หญิง,490554,2559
748,ตะวันออกเฉียงเหนือ,ร้อยเอ็ด,หญิง,655871,2559
749,ตะวันออกเฉียงเหนือ,กาฬสินธุ์,หญิง,495195,2559
750,ตะวันออกเฉียงเหนือ,สกลนคร,หญิง,572581,2559
751,ตะวันออกเฉียงเหนือ,นครพนม,หญิง,357808,2559
752,ตะวันออกเฉียงเหนือ,มุกดาหาร,หญิง,173136,2559
753,ใต้,นครศรีธรรมราช,ชาย,768088,2559
754,ใต้,กระบี่,ชาย,229899,2559
755,ใต้,พังงา,ชาย,130561,2559
756,ใต้,ภูเก็ต,ชาย,180007,2559
757,ใต้,สุราษฎร์ธานี,ชาย,515488,2559
758,ใต้,ระนอง,ชาย,88477,2559
759,ใต้,ชุมพร,ชาย,249310,2559
760,ใต้,สงขลา,ชาย,685715,2559
761,ใต้,สตูล,ชาย,157338,2559
762,ใต้,ตรัง,ชาย,313423,2559
763,ใต้,พัทลุง,ชาย,255269,2559
764,ใต้,ปัตตานี,ชาย,344727,2559
765,ใต้,ยะลา,ชาย,257550,2559
766,ใต้,นราธิวาส,ชาย,388573,2559
767,ใต้,นครศรีธรรมราช,หญิง,783060,2559
768,ใต้,กระบี่,หญิง,232633,2559
769,ใต้,พังงา,หญิง,131108,2559
770,ใต้,ภูเก็ต,หญิง,201537,2559
771,ใต้,สุราษฎร์ธานี,หญิง,528715,2559
772,ใต้,ระนอง,หญิง,86644,2559
773,ใต้,ชุมพร,หญิง,253556,2559
774,ใต้,สงขลา,หญิง,720372,2559
775,ใต้,สตูล,หญิง,159002,2559
776,ใต้,ตรัง,หญิง,326682,2559
777,ใต้,พัทลุง,หญิง,267643,2559
778,ใต้,ปัตตานี,หญิง,351341,2559
779,ใต้,ยะลา,หญิง,261309,2559
780,ใต้,นราธิวาส,หญิง,396578,2559
781,ทั่วราชอาณาจักร,ทั่วราชอาณาจักร,ชาย,31966108,2560
782,ทั่วราชอาณาจักร,ทั่วราชอาณาจักร,หญิง,33238689,2560
783,กรุงเทพมหานคร,กรุงเทพมหานคร,ชาย,2631290,2560
784,กรุงเทพมหานคร,กรุงเทพมหานคร,หญิง,2955030,2560
785,กลาง,สมุทรปราการ,ชาย,615192,2560
786,กลาง,นนทบุรี,ชาย,566033,2560
787,กลาง,ปทุมธานี,ชาย,527747,2560
788,กลาง,พระนครศรีอยุธยา,ชาย,390226,2560
789,กลาง,อ่างทอง,ชาย,134947,2560
790,กลาง,ลพบุรี,ชาย,379048,2560
791,กลาง,สิงห์บุรี,ชาย,100105,2560
792,กลาง,ชัยนาท,ชาย,158798,2560
793,กลาง,สระบุรี,ชาย,312978,2560
794,กลาง,ชลบุรี,ชาย,723098,2560
795,กลาง,ระยอง,ชาย,343793,2560
796,กลาง,จันทบุรี,ชาย,260126,2560
797,กลาง,ตราด,ชาย,109078,2560
798,กลาง,ฉะเชิงเทรา,ชาย,344905,2560
799,กลาง,ปราจีนบุรี,ชาย,240260,2560
800,กลาง,นครนายก,ชาย,127549,2560
801,กลาง,สระแก้ว,ชาย,279535,2560
802,กลาง,ราชบุรี,ชาย,411613,2560
803,กลาง,กาญจนบุรี,ชาย,405750,2560
804,กลาง,สุพรรณบุรี,ชาย,410175,2560
805,กลาง,นครปฐม,ชาย,431354,2560
806,กลาง,สมุทรสาคร,ชาย,256412,2560
807,กลาง,สมุทรสงคราม,ชาย,92330,2560
808,กลาง,เพชรบุรี,ชาย,230987,2560
809,กลาง,ประจวบคีรีขันธ์,ชาย,261441,2560
810,กลาง,สมุทรปราการ,หญิง,670958,2560
811,กลาง,นนทบุรี,หญิง,646316,2560
812,กลาง,ปทุมธานี,หญิง,584766,2560
813,กลาง,พระนครศรีอยุธยา,หญิง,420006,2560
814,กลาง,อ่างทอง,หญิง,146485,2560
815,กลาง,ลพบุรี,หญิง,377118,2560
816,กลาง,สิงห์บุรี,หญิง,109958,2560
817,กลาง,ชัยนาท,หญิง,170952,2560
818,กลาง,สระบุรี,หญิง,321889,2560
819,กลาง,ชลบุรี,หญิง,756303,2560
820,กลาง,ระยอง,หญิง,356276,2560
821,กลาง,จันทบุรี,หญิง,270689,2560
822,กลาง,ตราด,หญิง,110175,2560
823,กลาง,ฉะเชิงเทรา,หญิง,359063,2560
824,กลาง,ปราจีนบุรี,หญิง,245233,2560
825,กลาง,นครนายก,หญิง,130470,2560
826,กลาง,สระแก้ว,หญิง,277839,2560
827,กลาง,ราชบุรี,หญิง,434716,2560
828,กลาง,กาญจนบุรี,หญิง,405126,2560
829,กลาง,สุพรรณบุรี,หญิง,437961,2560
830,กลาง,นครปฐม,หญิง,468736,2560
831,กลาง,สมุทรสาคร,หญิง,276813,2560
832,กลาง,สมุทรสงคราม,หญิง,100093,2560
833,กลาง,เพชรบุรี,หญิง,246704,2560
834,กลาง,ประจวบคีรีขันธ์,หญิง,268903,2560
835,เหนือ,เชียงใหม่,ชาย,778314,2560
836,เหนือ,ลำพูน,ชาย,195074,2560
837,เหนือ,ลำปาง,ชาย,364785,2560
838,เหนือ,อุตรดิตถ์,ชาย,224138,2560
839,เหนือ,แพร่,ชาย,217006,2560
840,เหนือ,น่าน,ชาย,240452,2560
841,เหนือ,พะเยา,ชาย,232628,2560
842,เหนือ,เชียงราย,ชาย,572662,2560
843,เหนือ,แม่ฮ่องสอน,ชาย,119181,2560
844,เหนือ,นครสวรรค์,ชาย,519880,2560
845,เหนือ,อุทัยธานี,ชาย,161769,2560
846,เหนือ,กำแพงเพชร,ชาย,361074,2560
847,เหนือ,ตาก,ชาย,267953,2560
848,เหนือ,สุโขทัย,ชาย,291617,2560
849,เหนือ,พิษณุโลก,ชาย,423138,2560
850,เหนือ,พิจิตร,ชาย,265209,2560
851,เหนือ,เพชรบูรณ์,ชาย,491775,2560
852,เหนือ,เชียงใหม่,หญิง,832105,2560
853,เหนือ,ลำพูน,หญิง,208540,2560
854,เหนือ,ลำปาง,หญิง,380336,2560
855,เหนือ,อุตรดิตถ์,หญิง,232492,2560
856,เหนือ,แพร่,หญิง,231154,2560
857,เหนือ,น่าน,หญิง,237641,2560
858,เหนือ,พะเยา,หญิง,243363,2560
859,เหนือ,เชียงราย,หญิง,593799,2560
860,เหนือ,แม่ฮ่องสอน,หญิง,114451,2560
861,เหนือ,นครสวรรค์,หญิง,544175,2560
862,เหนือ,อุทัยธานี,หญิง,167897,2560
863,เหนือ,กำแพงเพชร,หญิง,366984,2560
864,เหนือ,ตาก,หญิง,264284,2560
865,เหนือ,สุโขทัย,หญิง,307523,2560
866,เหนือ,พิษณุโลก,หญิง,441070,2560
867,เหนือ,พิจิตร,หญิง,276901,2560
868,เหนือ,เพชรบูรณ์,หญิง,501617,2560
869,ตะวันออกเฉียงเหนือ,นครราชสีมา,ชาย,1297378,2560
870,ตะวันออกเฉียงเหนือ,บุรีรัมย์,ชาย,791122,2560
871,ตะวันออกเฉียงเหนือ,สุรินทร์,ชาย,696452,2560
872,ตะวันออกเฉียงเหนือ,ศรีสะเกษ,ชาย,734020,2560
873,ตะวันออกเฉียงเหนือ,อุบลราชธานี,ชาย,931333,2560
874,ตะวันออกเฉียงเหนือ,ยโสธร,ชาย,270435,2560
875,ตะวันออกเฉียงเหนือ,ชัยภูมิ,ชาย,564490,2560
876,ตะวันออกเฉียงเหนือ,อำนาจเจริญ,ชาย,188224,2560
877,ตะวันออกเฉียงเหนือ,บึงกาฬ,ชาย,212311,2560
878,ตะวันออกเฉียงเหนือ,หนองบัวลำภู,ชาย,255646,2560
879,ตะวันออกเฉียงเหนือ,ขอนแก่น,ชาย,887823,2560
880,ตะวันออกเฉียงเหนือ,อุดรธานี,ชาย,783290,2560
881,ตะวันออกเฉียงเหนือ,เลย,ชาย,320710,2560
882,ตะวันออกเฉียงเหนือ,หนองคาย,ชาย,257782,2560
883,ตะวันออกเฉียงเหนือ,มหาสารคาม,ชาย,472554,2560
884,ตะวันออกเฉียงเหนือ,ร้อยเอ็ด,ชาย,650881,2560
885,ตะวันออกเฉียงเหนือ,กาฬสินธุ์,ชาย,489193,2560
886,ตะวันออกเฉียงเหนือ,สกลนคร,ชาย,572154,2560
887,ตะวันออกเฉียงเหนือ,นครพนม,ชาย,357347,2560
888,ตะวันออกเฉียงเหนือ,มุกดาหาร,ชาย,174473,2560
889,ตะวันออกเฉียงเหนือ,นครราชสีมา,หญิง,1334216,2560
890,ตะวันออกเฉียงเหนือ,บุรีรัมย์,หญิง,797160,2560
891,ตะวันออกเฉียงเหนือ,สุรินทร์,หญิง,698798,2560
892,ตะวันออกเฉียงเหนือ,ศรีสะเกษ,หญิง,736117,2560
893,ตะวันออกเฉียงเหนือ,อุบลราชธานี,หญิง,927456,2560
894,ตะวันออกเฉียงเหนือ,ยโสธร,หญิง,268971,2560
895,ตะวันออกเฉียงเหนือ,ชัยภูมิ,หญิง,573383,2560
896,ตะวันออกเฉียงเหนือ,อำนาจเจริญ,หญิง,188615,2560
897,ตะวันออกเฉียงเหนือ,บึงกาฬ,หญิง,209430,2560
898,ตะวันออกเฉียงเหนือ,หนองบัวลำภู,หญิง,255115,2560
899,ตะวันออกเฉียงเหนือ,ขอนแก่น,หญิง,913214,2560
900,ตะวันออกเฉียงเหนือ,อุดรธานี,หญิง,791883,2560
901,ตะวันออกเฉียงเหนือ,เลย,หญิง,316062,2560
902,ตะวันออกเฉียงเหนือ,หนองคาย,หญิง,258964,2560
903,ตะวันออกเฉียงเหนือ,มหาสารคาม,หญิง,490196,2560
904,ตะวันออกเฉียงเหนือ,ร้อยเอ็ด,หญิง,656112,2560
905,ตะวันออกเฉียงเหนือ,กาฬสินธุ์,หญิง,495721,2560
906,ตะวันออกเฉียงเหนือ,สกลนคร,หญิง,574677,2560
907,ตะวันออกเฉียงเหนือ,นครพนม,หญิง,358486,2560
908,ตะวันออกเฉียงเหนือ,มุกดาหาร,หญิง,173731,2560
909,ใต้,นครศรีธรรมราช,ชาย,769008,2560
910,ใต้,กระบี่,ชาย,231537,2560
